Nama,Setoran_Awal,Jangka_Waktu,Bunga,Hasil_Bunga,Hasil_Bunga_Bulan,Total_Hasil_Investasi
Lutfan Rahardian,11000000,12,0.02,220000,2640000,13640000
Jaga Sitompul,19000000,6,0.025,475000,2850000,21850000
Pandu Pratama,8000000,3,0.025,200000,600000,8600000
Amalia Nasyiah,11000000,6,0.035,385000,2310000,13310000
Wani Novitasari,8000000,12,0.015,120000,1440000,9440000
Emil Nashiruddin,5000000,3,0.02,100000,300000,5300000
Ina Wulandari,9000000,12,0.025,225000,2700000,11700000
Garang Handoko,19000000,6,0.02,380000,2280000,21280000
Pardi Irawan,11000000,12,0.025,275000,3300000,14300000
Ibun Siregar,15000000,3,0.035,525000,1575000,16575000
Bancar Samosir,6000000,6,0.035,210000,1260000,7260000
Jaga Ahmad,9000000,6,0.025,225000,1350000,10350000
Vanya Halimah,5000000,3,0.03,150000,450000,5450000
Jaya Mahardika,9000000,3,0.025,225000,675000,9675000
Edi Salahudin,9000000,6,0.025,225000,1350000,10350000
Ajiono Haikal,18000000,3,0.035,630000,1890000,19890000
Eman Mahardika,17000000,6,0.025,425000,2550000,19550000
Jasmin Nathania,8000000,3,0.03,240000,720000,8720000
Vega Mandala,8000000,6,0.035,280000,1680000,9680000
Gina Winarsih,16000000,6,0.035,560000,3360000,19360000
Jumadi Wardana,12000000,3,0.025,300000,900000,12900000
Sartika Hasanah,15000000,12,0.02,300000,3600000,18600000
Cawisono Situmorang,11000000,3,0.035,385000,1155000,12155000
Ulya Damayanti,6000000,3,0.02,120000,360000,6360000
Cahyo Maulana,17000000,6,0.035,595000,3570000,20570000
Irsad Halim,12000000,6,0.015,180000,1080000,13080000
Cengkal Megantara,19000000,6,0.02,380000,2280000,21280000
Manah Lazuardi,12000000,3,0.02,240000,720000,12720000
Febriana Saraswati,19000000,3,0.015,285000,855000,19855000
Mahesa Nainggolan,7000000,6,0.035,245000,1470000,8470000
Hendra Prasetyo,12000000,3,0.02,240000,720000,12720000
Galiono Purnawarman,15000000,3,0.02,300000,900000,15900000
Karsana Gunarto,14000000,6,0.02,280000,1680000,15680000
Vero Gunawan,19000000,12,0.025,475000,5700000,24700000
Vania Kusmawati,17000000,3,0.025,425000,1275000,18275000
Aisyah Suartini,17000000,12,0.025,425000,5100000,22100000
Septi Fathina,15000000,6,0.025,375000,2250000,17250000
Ana Suryatmi,14000000,12,0.025,350000,4200000,18200000
Linda Haryanti,5000000,3,0.035,175000,525000,5525000
Rosalina Suryatmi,7000000,6,0.025,175000,1050000,8050000
Lili Rahimah,15000000,6,0.025,375000,2250000,17250000
Eli Juwita,16000000,3,0.02,320000,960000,16960000
Bella Novitasari,15000000,3,0.035,525000,1575000,16575000
Rosalina Hastuti,11000000,6,0.035,385000,2310000,13310000
Estiono Antoni,20000000,3,0.035,700000,2100000,22100000
Irsad Prasetyo,8000000,3,0.035,280000,840000,8840000
Latika Laksmiwati,8000000,3,0.03,240000,720000,8720000
Ajeng Palastri,10000000,3,0.025,250000,750000,10750000
Nur Azzahra,15000000,3,0.015,225000,675000,15675000
Banawi Ahmad,5000000,6,0.035,175000,1050000,6050000
Harimurti Sihotang,19000000,6,0.025,475000,2850000,21850000
Nasim Bagaskara,11000000,6,0.02,220000,1320000,12320000
Paramita Lailasari,10000000,6,0.025,250000,1500000,11500000
Rudi Mahardika,9000000,6,0.025,225000,1350000,10350000
Garan Hidayat,20000000,3,0.025,500000,1500000,21500000
Gaman Rayhan,8000000,6,0.025,200000,1200000,9200000
Makara Suwarno,17000000,3,0.025,425000,1275000,18275000
Titin Leilani,6000000,3,0.025,150000,450000,6450000
Limar Oktavian,7000000,6,0.025,175000,1050000,8050000
Amelia Suryatmi,16000000,6,0.025,400000,2400000,18400000
Noviana Rahayu,20000000,6,0.015,300000,1800000,21800000
Jumadi Oktavian,9000000,6,0.025,225000,1350000,10350000
Koko Sinaga,7000000,3,0.015,105000,315000,7315000
Purwanto Handoko,7000000,3,0.035,245000,735000,7735000
Hani Lestari,11000000,6,0.015,165000,990000,11990000
Dalima Zahrah,15000000,6,0.03,450000,2700000,17700000
Aisyah Juwita,14000000,3,0.02,280000,840000,14840000
Radika Dirgantara,17000000,12,0.03,510000,6120000,23120000
Lidya Mayasari,12000000,3,0.025,300000,900000,12900000
Gawati Salma,11000000,6,0.035,385000,2310000,13310000
Asmianto Setiawan,12000000,6,0.025,300000,1800000,13800000
Alika Utami,16000000,6,0.035,560000,3360000,19360000
Nasab Nugroho,7000000,12,0.025,175000,2100000,9100000
Lasmanto Iswahyudi,18000000,6,0.02,360000,2160000,20160000
Irawati Kahyang,20000000,3,0.035,700000,2100000,22100000
Bakda Saragih,19000000,6,0.035,665000,3990000,22990000
Naradi Dirgantara,6000000,6,0.035,210000,1260000,7260000
Najam Prasetyo,18000000,6,0.025,450000,2700000,20700000
Ozy Ardana,7000000,6,0.02,140000,840000,7840000
Karna Permadi,20000000,6,0.035,700000,4200000,24200000
Jaya Adhitama,16000000,3,0.025,400000,1200000,17200000
Garan Maulana,7000000,6,0.025,175000,1050000,8050000
Rahmi Nasyidah,16000000,3,0.025,400000,1200000,17200000
Harsanto Ardana,10000000,6,0.02,200000,1200000,11200000
Ega Budiyanto,20000000,3,0.03,600000,1800000,21800000
Estiawan Satria,8000000,6,0.025,200000,1200000,9200000
Ani Fujiati,5000000,6,0.025,125000,750000,5750000
Novita Rachmawati,5000000,3,0.02,100000,300000,5300000
Samsul Prasetya,7000000,12,0.025,175000,2100000,9100000
Dagel Ahmad,10000000,6,0.025,250000,1500000,11500000
Wardaya Wibowo,8000000,3,0.035,280000,840000,8840000
Taufik Wahyudin,7000000,12,0.025,175000,2100000,9100000
Alambana Nanda,15000000,6,0.035,525000,3150000,18150000
Bahuwarna Pranowo,16000000,6,0.03,480000,2880000,18880000
Banara Haryanto,16000000,3,0.02,320000,960000,16960000
Kunthara Firgantoro,11000000,3,0.025,275000,825000,11825000
Febrina Prastuti,16000000,3,0.025,400000,1200000,17200000
Irwan Adriansyah,17000000,6,0.025,425000,2550000,19550000
Paiman Kurniawan,16000000,3,0.025,400000,1200000,17200000
Cahyanto Prasasta,18000000,3,0.02,360000,1080000,19080000
Luthfi Febian,19000000,6,0.025,475000,2850000,21850000
Kasiran Megantara,19000000,12,0.035,665000,7980000,26980000
Ajeng Saraswati,19000000,12,0.025,475000,5700000,24700000
Citra Rachmawati,20000000,6,0.025,500000,3000000,23000000
Vega Gunawan,9000000,12,0.03,270000,3240000,12240000
Gantar Prakasa,15000000,3,0.02,300000,900000,15900000
Asirwanda Sihombing,15000000,12,0.02,300000,3600000,18600000
Erik Arifin,8000000,6,0.035,280000,1680000,9680000
Ibrani Hidayat,10000000,3,0.035,350000,1050000,11050000
Karna Herlambang,7000000,6,0.02,140000,840000,7840000
Emin Mustofa,14000000,12,0.015,210000,2520000,16520000
Warji Perdana,18000000,6,0.025,450000,2700000,20700000
Gasti Usamah,17000000,3,0.025,425000,1275000,18275000
Wahyu Perdana,14000000,12,0.025,350000,4200000,18200000
Cemplunk Fabian,19000000,6,0.035,665000,3990000,22990000
Ajimin Mahardika,12000000,3,0.025,300000,900000,12900000
Daliono Wasita,6000000,12,0.025,150000,1800000,7800000
Almira Lailasari,15000000,6,0.025,375000,2250000,17250000
Hilda Yulianti,12000000,3,0.03,360000,1080000,13080000
Gilda Yolanda,8000000,6,0.035,280000,1680000,9680000
Oskar Suwarno,12000000,3,0.035,420000,1260000,13260000
Irwan Hutagalung,18000000,12,0.025,450000,5400000,23400000
Raditya Tarihoran,19000000,3,0.025,475000,1425000,20425000
Banawa Nababan,6000000,6,0.03,180000,1080000,7080000
Lukita Syahreza,18000000,6,0.015,270000,1620000,19620000
Reksa Hidayat,16000000,6,0.03,480000,2880000,18880000
Edison Nashiruddin,9000000,3,0.035,315000,945000,9945000
Kemba Pranowo,10000000,6,0.015,150000,900000,10900000
Gandi Ahmad,7000000,6,0.015,105000,630000,7630000
Safira Novitasari,19000000,6,0.03,570000,3420000,22420000
Estiono Marbun,19000000,3,0.035,665000,1995000,20995000
Aris Wardana,16000000,3,0.025,400000,1200000,17200000
Eva Padmasari,11000000,3,0.025,275000,825000,11825000
Aditya Lazuardi,14000000,6,0.035,490000,2940000,16940000
Nimas Fujiati,7000000,12,0.03,210000,2520000,9520000
Halim Abiputra,17000000,6,0.025,425000,2550000,19550000
Candrakanta Oktavian,10000000,6,0.015,150000,900000,10900000
Taswir Haryanto,16000000,6,0.015,240000,1440000,17440000
Ega Purnawarman,5000000,12,0.015,75000,900000,5900000
Lestari Hassanah,9000000,3,0.025,225000,675000,9675000
Latif Tampubolon,12000000,6,0.02,240000,1440000,13440000
Oskar Gunawan,8000000,3,0.025,200000,600000,8600000
Darimin Mahendra,5000000,3,0.025,125000,375000,5375000
Rika Halimah,5000000,3,0.025,125000,375000,5375000
Ilsa Leilani,11000000,12,0.015,165000,1980000,12980000
Kania Laksmiwati,12000000,12,0.03,360000,4320000,16320000
Maman Purwadi,20000000,6,0.025,500000,3000000,23000000
Jono Saptono,19000000,3,0.025,475000,1425000,20425000
Jaya Bagaskara,10000000,6,0.025,250000,1500000,11500000
Jaya Siregar,9000000,12,0.025,225000,2700000,11700000
Emas Wibisono,20000000,6,0.02,400000,2400000,22400000
Vivi Kusmawati,7000000,6,0.025,175000,1050000,8050000
Latika Hartati,7000000,3,0.015,105000,315000,7315000
Dasa Uwais,12000000,3,0.03,360000,1080000,13080000
Cemeti Haikal,19000000,3,0.025,475000,1425000,20425000
Jayeng Kurniawan,14000000,6,0.025,350000,2100000,16100000
Galur Adhitama,9000000,6,0.015,135000,810000,9810000
Cakrawangsa Maryadi,18000000,6,0.035,630000,3780000,21780000
Danu Hidayanto,9000000,6,0.025,225000,1350000,10350000
Maya Wastuti,16000000,12,0.03,480000,5760000,21760000
Emas Uwais,9000000,12,0.015,135000,1620000,10620000
Jais Haikal,5000000,12,0.025,125000,1500000,6500000
Dimas Hermawan,16000000,3,0.015,240000,720000,16720000
Puspita Nathania,17000000,6,0.025,425000,2550000,19550000
Nasab Sabian,16000000,3,0.025,400000,1200000,17200000
Mahdi Pradipta,8000000,3,0.015,120000,360000,8360000
Hadi Budiyanto,11000000,6,0.03,330000,1980000,12980000
Gandewa Sitompul,9000000,6,0.025,225000,1350000,10350000
Mulyono Rajata,17000000,12,0.02,340000,4080000,21080000
Nrima Natsir,9000000,6,0.035,315000,1890000,10890000
Bala Marpaung,14000000,12,0.015,210000,2520000,16520000
Vanesa Prastuti,5000000,12,0.025,125000,1500000,6500000
Naradi Saragih,15000000,12,0.02,300000,3600000,18600000
Farhunnisa Halimah,10000000,6,0.035,350000,2100000,12100000
Najib Oktovian,17000000,6,0.025,425000,2550000,19550000
Kala Nababan,18000000,6,0.015,270000,1620000,19620000
Ana Yuliarti,17000000,3,0.025,425000,1275000,18275000
Virman Adhitama,5000000,6,0.025,125000,750000,5750000
Vicky Rahayu,18000000,6,0.025,450000,2700000,20700000
Rafi Ardianto,19000000,3,0.015,285000,855000,19855000
Rini Jelita,19000000,6,0.015,285000,1710000,20710000
Dagel Maryadi,8000000,3,0.015,120000,360000,8360000
Harjasa Fabian,20000000,12,0.035,700000,8400000,28400000
Putu Nababan,14000000,6,0.025,350000,2100000,16100000
Ajiono Herlambang,20000000,6,0.035,700000,4200000,24200000
Murti Irfandi,16000000,12,0.015,240000,2880000,18880000
Banara Ardana,12000000,12,0.015,180000,2160000,14160000
Caturangga Siregar,20000000,6,0.015,300000,1800000,21800000
Kasusra Santoso,15000000,12,0.02,300000,3600000,18600000
Hasna Riyanti,12000000,3,0.02,240000,720000,12720000
Makara Natsir,7000000,6,0.03,210000,1260000,8260000
Nasim Prasetya,14000000,6,0.03,420000,2520000,16520000
Zizi Aryani,20000000,3,0.02,400000,1200000,21200000
Lamar Syahreza,20000000,3,0.02,400000,1200000,21200000
Purwanto Winarno,17000000,6,0.025,425000,2550000,19550000
Zizi Saraswati,9000000,3,0.02,180000,540000,9540000
Gilang Suryono,7000000,6,0.025,175000,1050000,8050000
Sarah Melani,5000000,6,0.015,75000,450000,5450000
Tugiman Irfandi,7000000,6,0.025,175000,1050000,8050000
Malika Padmasari,12000000,12,0.025,300000,3600000,15600000
Ajimin Setiawan,18000000,3,0.025,450000,1350000,19350000
Safina Puspasari,17000000,6,0.025,425000,2550000,19550000
Mahmud Pradipta,12000000,6,0.025,300000,1800000,13800000
Jatmiko Adhitama,9000000,6,0.03,270000,1620000,10620000
Ade Damanik,10000000,6,0.02,200000,1200000,11200000
Nrima Nainggolan,17000000,3,0.025,425000,1275000,18275000
Bakiono Saputra,11000000,6,0.025,275000,1650000,12650000
Mila Aryanti,20000000,3,0.03,600000,1800000,21800000
Paramita Nurlaela,18000000,6,0.025,450000,2700000,20700000
Melinda Oktaviani,14000000,6,0.025,350000,2100000,16100000
Ikhsan Wardana,5000000,6,0.035,175000,1050000,6050000
Silvia Handayani,5000000,3,0.025,125000,375000,5375000
Eva Hastuti,8000000,6,0.03,240000,1440000,9440000
Fathonah Nuraini,10000000,3,0.015,150000,450000,10450000
Sherly Purwanti,15000000,6,0.02,300000,1800000,16800000
Sabar Maryadi,20000000,12,0.025,500000,6000000,26000000
Aslijan Perdana,12000000,6,0.025,300000,1800000,13800000
Kirana Permata,7000000,6,0.015,105000,630000,7630000
Cawisadi Irfandi,12000000,3,0.015,180000,540000,12540000
Darmana Bagaskara,10000000,3,0.025,250000,750000,10750000
Rudi Rayhan,7000000,3,0.015,105000,315000,7315000
Rahayu Mandasari,17000000,3,0.035,595000,1785000,18785000
Mulyono Ardana,8000000,6,0.02,160000,960000,8960000
Johan Pradipta,20000000,12,0.025,500000,6000000,26000000
Kenes Sudrajat,12000000,6,0.02,240000,1440000,13440000
Muhammad Abimanyu,8000000,6,0.025,200000,1200000,9200000
Jaka Antoni,5000000,6,0.035,175000,1050000,6050000
Rita Zulaika,20000000,6,0.03,600000,3600000,23600000
Bahuwirya Hutapea,16000000,3,0.035,560000,1680000,17680000
Devi Ningrum,19000000,3,0.025,475000,1425000,20425000
Kardi Sitorus,14000000,6,0.035,490000,2940000,16940000
Viktor Prabowo,16000000,6,0.035,560000,3360000,19360000
Irfan Firgantoro,7000000,6,0.035,245000,1470000,8470000
Rahmat Irfandi,11000000,6,0.025,275000,1650000,12650000
Jabal Wibowo,12000000,12,0.025,300000,3600000,15600000
Amelia Pertiwi,18000000,6,0.03,540000,3240000,21240000
Titin Saraswati,16000000,6,0.025,400000,2400000,18400000
Malika Laksmiwati,14000000,12,0.025,350000,4200000,18200000
Mursita Supriyanto,15000000,3,0.025,375000,1125000,16125000
Cornelia Hassanah,18000000,3,0.025,450000,1350000,19350000
Murti Purnawarman,16000000,3,0.02,320000,960000,16960000
Empluk Rayhan,11000000,6,0.015,165000,990000,11990000
Ivan Purnama,18000000,3,0.025,450000,1350000,19350000
Latika Maryati,20000000,3,0.035,700000,2100000,22100000
Adikara Mustofa,16000000,3,0.025,400000,1200000,17200000
Dalimin Hidayat,9000000,3,0.02,180000,540000,9540000
Fitriani Nathania,15000000,12,0.03,450000,5400000,20400000
Ganda Lesmana,19000000,6,0.025,475000,2850000,21850000
Laila Rachmawati,15000000,6,0.025,375000,2250000,17250000
Hendra Latupono,20000000,3,0.035,700000,2100000,22100000
Heryanto Manullang,7000000,3,0.025,175000,525000,7525000
Darijan Yanuar,10000000,12,0.02,200000,2400000,12400000
Mustika Winarno,5000000,6,0.025,125000,750000,5750000
Akarsana Pratama,7000000,3,0.02,140000,420000,7420000
Rahayu Afifah,9000000,6,0.025,225000,1350000,10350000
Garan Budiyanto,11000000,12,0.025,275000,3300000,14300000
Anastasia Aurelia,11000000,6,0.015,165000,990000,11990000
Nardi Adhitama,7000000,6,0.015,105000,630000,7630000
Balidin Oktavian,16000000,12,0.035,560000,6720000,22720000
Kalim Lesmana,17000000,6,0.025,425000,2550000,19550000
Eva Rahimah,12000000,6,0.015,180000,1080000,13080000
Puspita Andriani,11000000,6,0.025,275000,1650000,12650000
Hari Permadi,19000000,6,0.035,665000,3990000,22990000
Bakiman Yanuar,16000000,3,0.02,320000,960000,16960000
Elon Nainggolan,20000000,12,0.025,500000,6000000,26000000
Dimaz Samosir,15000000,6,0.035,525000,3150000,18150000
Ifa Kuswandari,8000000,3,0.015,120000,360000,8360000
Reksa Putra,18000000,6,0.035,630000,3780000,21780000
Sintia Leilani,10000000,12,0.035,350000,4200000,14200000
Lukita Pradana,9000000,6,0.02,180000,1080000,10080000
Sabrina Mulyani,20000000,6,0.02,400000,2400000,22400000
Mariadi Winarno,10000000,3,0.02,200000,600000,10600000
Balidin Pradana,14000000,6,0.025,350000,2100000,16100000
Kurnia Hardiansyah,15000000,12,0.03,450000,5400000,20400000
Uchita Pudjiastuti,11000000,6,0.02,220000,1320000,12320000
Edison Setiawan,10000000,6,0.025,250000,1500000,11500000
Edison Wardana,18000000,12,0.015,270000,3240000,21240000
Sherly Saputri,8000000,6,0.025,200000,1200000,9200000
Purwanto Suryono,9000000,6,0.015,135000,810000,9810000
Yani Harini,17000000,6,0.02,340000,2040000,19040000
Damu Faresta,17000000,12,0.02,340000,4080000,21080000
Jagapati Widodo,8000000,3,0.025,200000,600000,8600000
Linda Mulyani,8000000,6,0.035,280000,1680000,9680000
Ganda Prasetya,20000000,3,0.025,500000,1500000,21500000
Maman Wibisono,14000000,12,0.025,350000,4200000,18200000
Yulia Laksmiwati,15000000,3,0.025,375000,1125000,16125000
Surya Dirgantara,19000000,3,0.015,285000,855000,19855000
Icha Mardhiyah,9000000,12,0.025,225000,2700000,11700000
Danuja Widodo,5000000,12,0.02,100000,1200000,6200000
Olivia Usamah,19000000,6,0.035,665000,3990000,22990000
Raharja Budiman,11000000,12,0.025,275000,3300000,14300000
Rahayu Aurelia,20000000,3,0.03,600000,1800000,21800000
Ikhsan Hutapea,8000000,3,0.035,280000,840000,8840000
Limar Winarno,14000000,3,0.035,490000,1470000,15470000
Uda Irfandi,17000000,3,0.02,340000,1020000,18020000
Uchita Andini,18000000,6,0.02,360000,2160000,20160000
Tri Ningrum,9000000,3,0.025,225000,675000,9675000
Jasmin Puspita,10000000,6,0.015,150000,900000,10900000
Okta Rendra,20000000,12,0.02,400000,4800000,24800000
Rachel Wijayanti,18000000,12,0.035,630000,7560000,25560000
Karimah Yulianti,8000000,12,0.02,160000,1920000,9920000
Novi Anandya,9000000,6,0.02,180000,1080000,10080000
Pardi Hutapea,18000000,12,0.035,630000,7560000,25560000
Pangeran Sitompul,14000000,6,0.02,280000,1680000,15680000
Kawaya Mansur,17000000,3,0.025,425000,1275000,18275000
Dagel Haikal,15000000,3,0.03,450000,1350000,16350000
Siska Nathania,15000000,6,0.02,300000,1800000,16800000
Alika Fujiati,14000000,3,0.035,490000,1470000,15470000
Salimah Puspasari,11000000,3,0.03,330000,990000,11990000
Warsita Nugraha,19000000,12,0.02,380000,4560000,23560000
Tania Rahimah,12000000,6,0.02,240000,1440000,13440000
Karna Halim,16000000,6,0.025,400000,2400000,18400000
Caturangga Jailani,8000000,3,0.025,200000,600000,8600000
Limar Simbolon,11000000,6,0.035,385000,2310000,13310000
Ghaliyati Winarsih,14000000,6,0.02,280000,1680000,15680000
Hani Widiastuti,14000000,12,0.02,280000,3360000,17360000
Taufan Widodo,6000000,6,0.015,90000,540000,6540000
Salman Lazuardi,8000000,12,0.025,200000,2400000,10400000
Najib Syahreza,9000000,6,0.025,225000,1350000,10350000
Malika Novitasari,10000000,3,0.035,350000,1050000,11050000
Aslijan Nugraha,9000000,6,0.035,315000,1890000,10890000
Salman Bagaskara,11000000,12,0.025,275000,3300000,14300000
Gilang Anggriawan,16000000,3,0.02,320000,960000,16960000
Naura Anandya,9000000,12,0.035,315000,3780000,12780000
Wulandari Fernanda,17000000,6,0.015,255000,1530000,18530000
Hadi Yudhistira,8000000,12,0.025,200000,2400000,10400000
Hasta Prasetya,12000000,3,0.025,300000,900000,12900000
Chandra Kusumo,5000000,3,0.02,100000,300000,5300000
Pranata Abimanyu,5000000,6,0.03,150000,900000,5900000
Margana Habibi,7000000,6,0.035,245000,1470000,8470000
Emin Utama,8000000,6,0.03,240000,1440000,9440000
Hari Satria,17000000,3,0.025,425000,1275000,18275000
Lintang Rahayu,9000000,6,0.02,180000,1080000,10080000
Ghaliyati Afifah,7000000,12,0.015,105000,1260000,8260000
Najwa Aryanti,11000000,3,0.03,330000,990000,11990000
Wadi Iswahyudi,12000000,6,0.025,300000,1800000,13800000
Jatmiko Ardana,9000000,3,0.02,180000,540000,9540000
Dacin Prasetya,10000000,12,0.02,200000,2400000,12400000
Atmaja Sitompul,12000000,3,0.03,360000,1080000,13080000
Taswir Mahendra,18000000,3,0.035,630000,1890000,19890000
Baktianto Sitompul,9000000,6,0.02,180000,1080000,10080000
Salimah Azzahra,12000000,6,0.035,420000,2520000,14520000
Mulyanto Lazuardi,14000000,6,0.025,350000,2100000,16100000
Ilyas Samosir,16000000,6,0.025,400000,2400000,18400000
Alika Hartati,17000000,6,0.015,255000,1530000,18530000
Kadir Damanik,12000000,12,0.025,300000,3600000,15600000
Adika Sihombing,16000000,3,0.015,240000,720000,16720000
Hani Salma,14000000,6,0.03,420000,2520000,16520000
Jane Ramadhani,11000000,12,0.025,275000,3300000,14300000
Jaiman Megantara,19000000,3,0.025,475000,1425000,20425000
Nyana Hutasoit,8000000,12,0.02,160000,1920000,9920000
Parman Saefullah,11000000,6,0.02,220000,1320000,12320000
Ciaobella Yuniar,17000000,6,0.02,340000,2040000,19040000
Sabar Prasasta,19000000,6,0.015,285000,1710000,20710000
Febriana Wahyuni,9000000,6,0.035,315000,1890000,10890000
Cici Putri,17000000,12,0.03,510000,6120000,23120000
Cahyanto Wicaksono,16000000,12,0.015,240000,2880000,18880000
Marsudi Saptono,9000000,6,0.025,225000,1350000,10350000
Nabila Maheswari,12000000,3,0.025,300000,900000,12900000
Cinthia Pudjiastuti,16000000,6,0.025,400000,2400000,18400000
Victoria Juwita,19000000,12,0.02,380000,4560000,23560000
Tari Nasyidah,8000000,3,0.025,200000,600000,8600000
Puspita Purnawati,7000000,3,0.03,210000,630000,7630000
Agnes Febrianti,8000000,3,0.03,240000,720000,8720000
Lestari Haryanti,11000000,3,0.02,220000,660000,11660000
Gamblang Rajasa,18000000,3,0.025,450000,1350000,19350000
Niyaga Maryadi,5000000,3,0.02,100000,300000,5300000
Purwadi Hutasoit,20000000,3,0.015,300000,900000,20900000
Setya Januar,9000000,3,0.02,180000,540000,9540000
Bakiman Manullang,19000000,3,0.03,570000,1710000,20710000
Samsul Thamrin,12000000,6,0.02,240000,1440000,13440000
Paramita Saraswati,16000000,6,0.025,400000,2400000,18400000
Prayoga Siregar,15000000,6,0.025,375000,2250000,17250000
Ayu Novitasari,12000000,12,0.025,300000,3600000,15600000
Rachel Hasanah,8000000,12,0.025,200000,2400000,10400000
Reksa Thamrin,14000000,3,0.02,280000,840000,14840000
Rendy Wibowo,18000000,6,0.015,270000,1620000,19620000
Dimaz Hermawan,9000000,3,0.025,225000,675000,9675000
Dodo Satria,18000000,12,0.025,450000,5400000,23400000
Balidin Nainggolan,14000000,6,0.03,420000,2520000,16520000
Kayun Natsir,10000000,3,0.035,350000,1050000,11050000
Irnanto Fabian,18000000,6,0.025,450000,2700000,20700000
Oman Handoko,16000000,6,0.02,320000,1920000,17920000
Cornelia Laksita,9000000,12,0.025,225000,2700000,11700000
Gandi Pratama,18000000,6,0.02,360000,2160000,20160000
Jefri Marbun,19000000,3,0.025,475000,1425000,20425000
Erik Lesmana,14000000,6,0.03,420000,2520000,16520000
Manah Hidayat,7000000,12,0.035,245000,2940000,9940000
Among Winarno,20000000,6,0.035,700000,4200000,24200000
Kunthara Saefullah,18000000,3,0.035,630000,1890000,19890000
Mulyono Oktavian,19000000,12,0.02,380000,4560000,23560000
Atmaja Prayoga,15000000,12,0.035,525000,6300000,21300000
Labuh Wicaksono,15000000,6,0.035,525000,3150000,18150000
Diana Salsabilla,16000000,6,0.03,480000,2880000,18880000
Ajiono Sihombing,10000000,12,0.02,200000,2400000,12400000
Nadine Puspita,20000000,3,0.03,600000,1800000,21800000
Naradi Saputra,10000000,3,0.025,250000,750000,10750000
Zulfa Palastri,16000000,3,0.025,400000,1200000,17200000
Yulia Wijayanti,14000000,6,0.025,350000,2100000,16100000
Jabal Mangunsong,11000000,3,0.015,165000,495000,11495000
Sakti Oktovian,15000000,12,0.015,225000,2700000,17700000
Ditya Leilani,11000000,3,0.025,275000,825000,11825000
Samsul Sitorus,15000000,12,0.02,300000,3600000,18600000
Gadis Puspita,8000000,6,0.03,240000,1440000,9440000
Winda Farida,7000000,6,0.015,105000,630000,7630000
Asmadi Yudhistira,19000000,6,0.025,475000,2850000,21850000
Sidiq Ardianto,6000000,3,0.025,150000,450000,6450000
Nugraha Prasasta,17000000,6,0.025,425000,2550000,19550000
Anita Mulyani,7000000,6,0.015,105000,630000,7630000
Yosef Firmansyah,6000000,3,0.015,90000,270000,6270000
Vino Hutasoit,12000000,3,0.02,240000,720000,12720000
Nyana Wacana,19000000,3,0.025,475000,1425000,20425000
Jane Palastri,19000000,3,0.02,380000,1140000,20140000
Laswi Wicaksono,5000000,12,0.015,75000,900000,5900000
Kairav Gunawan,9000000,12,0.025,225000,2700000,11700000
Laksita Ramadhani,5000000,6,0.025,125000,750000,5750000
Jaswadi Tampubolon,19000000,6,0.025,475000,2850000,21850000
Emong Kusumo,8000000,12,0.035,280000,3360000,11360000
Warta Yulianto,7000000,3,0.02,140000,420000,7420000
Sari Elvina,8000000,12,0.025,200000,2400000,10400000
Harimurti Damanik,15000000,6,0.035,525000,3150000,18150000
Eka Wicaksono,10000000,6,0.025,250000,1500000,11500000
Zulfa Saputri,6000000,3,0.025,150000,450000,6450000
Capa Narpati,16000000,6,0.025,400000,2400000,18400000
Banawa Suwarno,7000000,6,0.035,245000,1470000,8470000
Dodo Iswahyudi,17000000,12,0.025,425000,5100000,22100000
Jarwa Anggriawan,15000000,3,0.015,225000,675000,15675000
Dimas Prayoga,20000000,6,0.02,400000,2400000,22400000
Kenzie Darmawan,19000000,6,0.025,475000,2850000,21850000
Leo Firgantoro,12000000,6,0.035,420000,2520000,14520000
Bagus Thamrin,18000000,6,0.025,450000,2700000,20700000
Mulyono Hutasoit,10000000,6,0.03,300000,1800000,11800000
Mutia Handayani,8000000,6,0.025,200000,1200000,9200000
Kasusra Yanuar,16000000,12,0.025,400000,4800000,20800000
Anom Purnawarman,5000000,6,0.035,175000,1050000,6050000
Nur Usada,10000000,6,0.025,250000,1500000,11500000
Endah Lestari,10000000,3,0.025,250000,750000,10750000
Indra Iswahyudi,19000000,6,0.02,380000,2280000,21280000
Galur Prayoga,5000000,3,0.035,175000,525000,5525000
Ami Rahimah,11000000,3,0.025,275000,825000,11825000
Bakti Sudrajat,16000000,6,0.035,560000,3360000,19360000
Edi Purnama,14000000,6,0.015,210000,1260000,15260000
Rafid Nainggolan,14000000,12,0.035,490000,5880000,19880000
Imam Haikal,19000000,12,0.015,285000,3420000,22420000
Nasrullah Sirait,7000000,3,0.02,140000,420000,7420000
Estiawan Perdana,18000000,6,0.025,450000,2700000,20700000
Respati Najmudin,5000000,6,0.025,125000,750000,5750000
Harsanto Lesmana,14000000,6,0.02,280000,1680000,15680000
Mumpuni Saputra,15000000,6,0.03,450000,2700000,17700000
Ghani Mahardika,11000000,6,0.025,275000,1650000,12650000
Bakijan Nainggolan,10000000,3,0.025,250000,750000,10750000
Gandi Salahudin,11000000,6,0.035,385000,2310000,13310000
Jaga Sitompul,12000000,6,0.035,420000,2520000,14520000
Maman Hidayat,10000000,3,0.02,200000,600000,10600000
Ira Widiastuti,18000000,3,0.025,450000,1350000,19350000
